name,region,lon,lat,kind
Acarsaid,Inverness,-5.95504,56.781240000000004,Test
Acaster Malbis,North Yorkshire,-1.10691,53.90186,Train
Acaster Selby,North Yorkshire,-1.12883,53.8657,Train
Accrington,Lancashire,-2.36424,53.75275,Test
Acha,Argyll and Bute,-6.58637,56.6009,Train
Achadh a'Choirce / Achachork,Ross and Cromarty,-6.19851,57.43261,Train
Achadh nan Darach,Inverness,-5.255669999999999,56.64865,Train
Achahoish,Argyll and Bute,-5.5568300000000015,55.93985,Train
Achaleven,Argyll and Bute,-5.3845199999999975,56.447430000000004,Train
Achalone,Caithness,-3.45459,58.49279,Train
Achamore / Acha Mòr,Western Isles,-6.562139999999999,58.16731,Train
Achanalt,Ross and Cromarty,-4.9272,57.610209999999995,Train
Achandunie,Ross and Cromarty,-4.2772,57.71839,Train
Achanelid,Argyll and Bute,-5.20408,56.0387,Train
Ach'an Tobhair,Inverness,-5.12175,56.8049,Test
Achany,Sutherland,-4.42114,57.98,Train
Achaphubuil,Inverness,-5.1436,56.835319999999996,Train
Acharacle / Àth-Tharracail,Inverness,-5.80384,56.74961,Train
Achargary,Sutherland,-4.187,58.46008000000001,Test
Acharn,Perth and Kinross,-4.0256300000000005,56.570130000000006,Train
Achastle,Caithness,-3.3118300000000005,58.29336,Train
Achavandra Muir,Sutherland,-4.07669,57.91884,Train
Achavanich,Caithness,-3.4038199999999996,58.36463000000001,Train
Achavar,Caithness,-3.25999,58.31594000000001,Train
Achddu,Dyfed,-4.24895,51.69076,Train
Achduart / Achadh Dubhaird,Ross and Cromarty,-5.30025,57.98019,Train
Achduchil,Inverness,-4.31757,57.00164,Train
Acheninver,Ross and Cromarty,-5.3144,57.99451,Test
Achfary / Achadh Fairidh,Sutherland,-4.90541,58.30413000000001,Test
Achfrish,Sutherland,-4.43466,58.07192,Train
Achgarve,Ross and Cromarty,-5.55575,57.8816,Train
Achiemore,Sutherland,-3.89751,58.493759999999995,Train
A' Chill,Inverness,-6.50082,57.05765,Train
Achiltibuie,Ross and Cromarty,-5.338369999999999,58.01495,Train
Achilty,Ross and Cromarty,-4.60732,57.57496999999999,Train
Achina,Sutherland,-4.22086,58.51793000000001,Train
Achindown,Nairn,-3.9388400000000003,57.50709000000001,Train
Achinduich,Sutherland,-4.40097,57.96589,Train
Achingills,Caithness,-3.45663,58.54424,Train
Achininver,Sutherland,-4.45009,58.54517,Train
Achintee,Ross and Cromarty,-5.4292300000000004,57.41884,Train
Achintraid / Achantraid,Ross and Cromarty,-5.59587,57.388690000000004,Train
Achleck,Argyll and Bute,-6.20544,56.53021,Train
Achlonan,Argyll and Bute,-5.23324,56.43315,Train
Achlorachan,Ross and Cromarty,-4.79473,57.555440000000004,Train
Achluachrach,Inverness,-4.7918,56.889630000000004,Train
Achlyness,Sutherland,-5.00103,58.42563000000001,Train
Achmelvich,Sutherland,-5.30351,58.16836,Train
Achmore,Ross and Cromarty,-5.33788,57.91528,Train
Achmore,Ross and Cromarty,-5.56476,57.34166,Train
Achnabat,Sutherland,-4.2992300000000006,58.5318,Train
Achnacarnin,Sutherland,-5.33725,58.231590000000004,Train
Achnacarry,Inverness,-5.00157,56.94631999999999,Train
Achnacloich,Ross and Cromarty,-5.98489,57.10762,Train
Achnaconeran,Inverness,-4.62467,57.224619999999994,Train
Achnacroish,Argyll and Bute,-5.49378,56.5116,Train
Achnagarron,Ross and Cromarty,-4.21087,57.70267,Train
Achnagoul,Argyll and Bute,-5.13012,56.20178000000001,Train
Achnaha,Inverness,-6.1500699999999995,56.73672,Train
Achnahanat,Sutherland,-4.50624,57.94772,Train
Achnahannet,Inverness,-3.70393,57.326480000000004,Test
Achnahard,Argyll and Bute,-6.21596,56.332,Train
Achnahuaigh,Sutherland,-4.4413599999999995,58.54255,Train
Achnairn,Sutherland,-4.456119999999999,58.07938000000001,Train
Achnamara,Argyll and Bute,-5.56602,56.02544,Train
Achnandarach,Ross and Cromarty,-5.64676,57.317569999999996,Train
Achnasheen / Achadh na Sine,Ross and Cromarty,-5.08156,57.57666999999999,Train
Achnashellach / Achadh na Seileach,Ross and Cromarty,-5.33409,57.47974,Test
Achnavast,Caithness,-3.5836699999999997,58.55713000000001,Train
Achosnich,Inverness,-6.1788300000000005,56.72558000000001,Train
Achow,Caithness,-3.31549,58.31298,Train
Achranich,Inverness,-5.741169999999999,56.56201,Train
Achreamie,Caithness,-3.6903699999999997,58.57666,Train
Achriesgill,Sutherland,-4.989719999999998,58.439919999999994,Train
Achrimsdale,Sutherland,-3.8536599999999996,58.03405,Train
Achscrabster,Caithness,-3.5741400000000003,58.55005,Train
Achtalean,Ross and Cromarty,-6.2092199999999975,57.43839000000001,Train
Achterneed,Ross and Cromarty,-4.52963,57.60086999999999,Test
Achtoty,Sutherland,-4.27856,58.52862,Train
Achurch,Northamptonshire,-0.4951100000000001,52.4347,Train
Achuvoldrach,Sutherland,-4.4596599999999995,58.49655,Train
Ackenthwaite,Cumbria,-2.75881,54.229519999999994,Train
Ackergill,Caithness,-3.11332,58.4601,Test
Ackergillshore,Caithness,-3.1016,58.47313000000001,Train
Ackers Crossing,Cheshire,-2.22966,53.127419999999994,Train
Acklam,North Yorkshire,-1.2543,54.5429,Train
Acklam,North Yorkshire,-0.80555,54.0452,Train
Ackleton,Shropshire,-2.34023,52.5853,Train
Acklington,Northumberland,-1.6501599999999998,55.30987,Train
Ackton,West Yorkshire,-1.3783100000000001,53.69139000000001,Train
Ackworth Moor Top,West Yorkshire,-1.3442100000000001,53.640519999999995,Train
Acle,Norfolk,1.54816,52.63944,Train
Acocks Green,West Midlands,-1.82716,52.44573000000001,Train
Acol,Kent,1.31277,51.35614,Train
Acomb,Northumberland,-2.10894,54.9926,Train
Acomb,North Yorkshire,-1.12647,53.95551,Train
Aconbury,Herefordshire,-2.70677,51.997679999999995,Train
Acre,City of Glasgow,-4.30518,55.899069999999995,Train
Acre,Greater Manchester,-2.09701,53.55218000000001,Train
Acre,Lancashire,-2.32413,53.720330000000004,Train
Acrefair,Clwyd,-3.08049,52.97906999999999,Train
Acre Ridge Estate,Derbyshire,-1.37256,53.1017,Test
Acres,Greater Manchester,-2.1657900000000003,53.55834,Train
Acresford,Leicestershire,-1.55833,52.715090000000004,Train
Acres Nook,Staffordshire,-2.23685,53.07609,Train
Acrise,Kent,1.13618,51.13863,Test
Acton,Cheshire,-2.55019,53.072959999999995,Train
Acton,Clwyd,-2.98349,53.05955,Train
Acton,County Tyrone,-6.632999999999999,54.517,Train
Acton,Dorset,-2.0169900000000003,50.60586,Train
Acton,Greater London,-0.26831,51.50673,Train
Acton,Kent,0.71719,51.01786,Train
Acton,Shropshire,-3.01234,52.45835,Train
Acton,Staffordshire,-2.26454,52.97,Train
Acton,Suffolk,0.76097,52.07071,Train
Acton,Worcestershire,-2.22978,52.30458,Test
Acton Beauchamp,Herefordshire,-2.47487,52.14849,Train
Acton Bridge,Cheshire,-2.60652,53.273540000000004,Train
Acton Burnell,Shropshire,-2.69428,52.61393,Train
Acton Gate,Staffordshire,-2.10739,52.770630000000004,Train
Acton Green,Greater London,-0.27036,51.4962,Train
Acton Green,Herefordshire,-2.44274,52.14744,Train
Acton Pigott,Shropshire,-2.67733,52.621019999999994,Train
Acton Place,Suffolk,0.7492,52.07577,Train
Acton Reynald,Shropshire,-2.6848799999999997,52.806230000000006,Train
Acton Round,Shropshire,-2.53743,52.55676999999999,Train
Acton Scott,Shropshire,-2.80559,52.50485,Train
Acton Trussell,Staffordshire,-2.0951400000000002,52.76156999999999,Train
Acton Turville,Gloucestershire,-2.27477,51.52764000000001,Train
Adabroc,Western Isles,-6.23146,58.48978,Test
Adambrae,West Lothian,-3.53211,55.876580000000004,Train
Adamsdown,South Glamorgan,-3.16602,51.481429999999996,Test
Adam's Green,Dorset,-2.64518,50.8661,Train
Adams Street,Dyfed,-3.9824300000000004,52.48505,Train
Adbaston,Staffordshire,-2.3481,52.85295,Train
Adber,Dorset,-2.5737400000000004,50.97977,Train
Adbolton,Nottinghamshire,-1.10605,52.93844,Train
Adbury,Hampshire,-1.30291,51.36766,Train
Adderbury,Oxfordshire,-1.31175,52.01692,Train
Adderley,Shropshire,-2.5037,52.95433000000001,Train
Adderley Green,Staffordshire,-2.12107,52.9999,Train
Adder's Moss,Cheshire,-2.19765,53.28726999999999,Train
Addiebrownhill,West Lothian,-3.61615,55.84255,Train
Addiewell,West Lothian,-3.60835,55.84746,Train
Addingford,West Yorkshire,-1.55948,53.65551,Train
Addingham,West Yorkshire,-1.8827599999999998,53.944,Test
Addingham Moorside,West Yorkshire,-1.88695,53.926140000000004,Train
Addington,Buckinghamshire,-0.9201,51.95081,Test
Addington,Cornwall,-4.45615,50.459959999999995,Train
Addington,Greater London,-0.03232,51.35822,Train
Addington,Kent,0.37828,51.30488,Train
Addinston,"Roxburgh, Ettrick and Lauderdale",-2.7587200000000003,55.77249000000001,Train
Addiscombe,Greater London,-0.07457000000000001,51.377309999999994,Train
Addlestead,Kent,0.37603000000000003,51.21239,Train
Addlestone,Surrey,-0.49291999999999997,51.37068,Train
Addlestonemoor,Surrey,-0.48968999999999996,51.38127,Train
Addlethorpe,Lincolnshire,0.31709,53.19503,Train
Adel,West Yorkshire,-1.5902100000000001,53.853880000000004,Test
Adel East Moor,West Yorkshire,-1.57736,53.851259999999996,Train
Adelphi,Lancashire,-2.70863,53.76618000000001,Train
Adendale,Kincardineshire,-2.55365,57.01968000000001,Train
Adeney,Shropshire,-2.44415,52.76294,Train
Adeyfield,Hertfordshire,-0.45866999999999997,51.75522,Train
Adfa,Powys,-3.3897199999999996,52.599380000000004,Train
Adforton,Herefordshire,-2.88243,52.33469,Train
Adgestone,Isle of Wight,-1.15953,50.67265,Train
Adisham,Kent,1.18678,51.23836,Train
Adlestrop,Gloucestershire,-1.64726,51.94126,Train
Adley Moor,Herefordshire,-2.91265,52.36588,Train
Adlingfleet,East Riding of Yorkshire,-0.72468,53.6786,Train
Adlington,Cheshire,-2.12929,53.320769999999996,Train
Adlington,Lancashire,-2.59735,53.61731999999999,Train
Adlington Park,Lancashire,-2.62855,53.59842,Train
Admaston,Shropshire,-2.5426900000000003,52.71295,Train
Admaston,Staffordshire,-1.92681,52.806459999999994,Train
Admington,Warwickshire,-1.7057,52.11593,Train
Adpar,Dyfed,-4.46603,52.043859999999995,Train
Adsborough,Somerset,-3.03231,51.057109999999994,Train
Adscombe,Somerset,-3.1703099999999997,51.1341,Train
Adsdean,West Sussex,-0.87075,50.8768,Train
Adstock,Buckinghamshire,-0.9277200000000001,51.96559,Train
Adstone,Northamptonshire,-1.13145,52.15891,Train
Adswood,Greater Manchester,-2.16962,53.3913,Train
Adversane,West Sussex,-0.4714600000000001,50.99927,Train
Advie,Inverness,-3.4610000000000003,57.389,Test
Adwalton,West Yorkshire,-1.66083,53.74951,Train
Adwell,Oxfordshire,-0.9940399999999999,51.6904,Train
Adwick le Street,South Yorkshire,-1.1860600000000001,53.57186,Train
Adwick upon Dearne,South Yorkshire,-1.2935,53.50948,Train
Ae,Dumfries,-3.5960099999999997,55.187059999999995,Train
Ae Bridgend,Dumfries,-3.55435,55.16528,Test
Affetside,Greater Manchester,-2.37094,53.61778,Train
Affleck,Aberdeenshire,-2.22568,57.30189,Train
Affpuddle,Dorset,-2.27622,50.741820000000004,Train
Afon Eitha,Clwyd,-3.05638,52.999759999999995,Train
Afon-wen,Clwyd,-3.30292,53.234469999999995,Train
Afon Wen,Gwynedd,-4.32496,52.91276,Train
Afton,Isle of Wight,-1.50483,50.67762000000001,Train
Afton Bridgend,Ayrshire and Arran,-4.17943,55.39439,Train
Agar Nook,Leicestershire,-1.32905,52.72348,Train
Agbrigg,West Yorkshire,-1.4783600000000001,53.666959999999996,Train
Aggborough,Worcestershire,-2.24438,52.37785,Train
Agglethorpe,North Yorkshire,-1.8678400000000002,54.27378,Train
Aghacommon,County Armagh,-6.382999999999999,54.468,Train
Aghadowey,County Derry / Londonderry,-6.652,55.029,Train
Aghadrumsee,County Fermanagh,-7.2728,54.2286,Train
Aghagallon,County Down,-6.294,54.50899999999999,Test
Aghalee,County Antrim,-6.27113,54.52024,Train
Aglionby,Cumbria,-2.86437,54.89969,Train
Agneash,Isle of Man,-4.403580000000002,54.25018000000001,Train
Ahmore / Athmòr,Western Isles,-7.2697600000000016,57.64676,Test
Ahoghill,County Antrim,-6.367000000000001,54.867,Train
Aifft,Clwyd,-3.32677,53.21516,Train
Aigburth,Merseyside,-2.91704,53.36594,Train
Aigburth Vale,Merseyside,-2.9306,53.377280000000006,Train
Aignish / Aiginis,Western Isles,-6.27963,58.20924,Test
Aike,East Riding of Yorkshire,-0.40523000000000003,53.89849,Train
Aikerness,Orkney,-2.96198,59.348569999999995,Train
Aikers,Orkney,-2.94145,58.80353,Test
Aiketgate,Cumbria,-2.81106,54.812419999999996,Train
Aikhead,Cumbria,-3.1888400000000003,54.83269,Train
Aikrigg,Cumbria,-2.7311,54.31935,Train
Aikton,Cumbria,-3.13185,54.870569999999994,Train
Ailby,Lincolnshire,0.15247,53.27006,Train
Ailscroft,Herefordshire,-2.43587,52.09122,Train
Ailstone,Warwickshire,-1.7017900000000001,52.152409999999996,Train
Ailsworth,Cambridgeshire,-0.35291999999999996,52.57579000000001,Train
Aimes Green,Essex,0.020319999999999998,51.7072,Train
Ainderby Quernhow,North Yorkshire,-1.46865,54.22309,Train
Ainderby Steeple,North Yorkshire,-1.48305,54.320409999999995,Train
Aingers Green,Essex,1.07305,51.84144000000001,Train
Ainley Top,West Yorkshire,-1.81903,53.67031,Train
Ainsdale,Merseyside,-3.0404299999999997,53.60201,Train
Ainsdale-on-Sea,Merseyside,-3.0669,53.6043,Train
Ainstable,Cumbria,-2.7393,54.81015,Train
Ainsworth,Greater Manchester,-2.35791,53.58799000000001,Train
Ainthorpe,North Yorkshire,-0.9142100000000001,54.46259000000001,Train
Aintree,Merseyside,-2.93647,53.48285,Train
Aird,Argyll and Bute,-5.59837,56.1453,Train
Aird,Ross and Cromarty,-6.34232,57.47772,Train
Aird,Western Isles,-6.16465,58.24737,Train
Aird,Wigtown,-4.97039,54.89953000000001,Test
Aird / An Àird,Ross and Cromarty,-5.97085,57.03406999999999,Train
Airdens,Sutherland,-4.32099,57.912440000000004,Train
Airdrie,Lanarkshire,-3.98089,55.86604000000001,Train
Airdriehill,Lanarkshire,-3.95205,55.8833,Train
Airds,Argyll and Bute,-5.46823,55.59109,Train
Airds Bay,Argyll and Bute,-5.25231,56.44096,Train
Aird Tong / Àird Thunga,Western Isles,-6.33216,58.24697,Train
Airdtorrisdale,Sutherland,-4.27727,58.53038000000001,Train
Airedale,West Yorkshire,-1.31358,53.72485,Train
Aire View,North Yorkshire,-2.0091,53.91465,Train
Aireworth,West Yorkshire,-1.8942400000000001,53.874230000000004,Train
Airlie,Angus,-3.1167599999999998,56.6383,Train
Airmyn,East Riding of Yorkshire,-0.9028299999999999,53.71898,Train
Airntully,Perth and Kinross,-3.46484,56.50251,Train
Airor,Inverness,-5.76497,57.08336,Train
Airth,Stirling and Falkirk,-3.7701800000000003,56.068490000000004,Train
Airthrey Castle,Stirling and Falkirk,-3.9089,56.14643,Train
Airton,North Yorkshire,-2.1520200000000003,54.02789,Train
Airy Hill,North Yorkshire,-0.62043,54.47298000000001,Test
Aisby,Lincolnshire,-0.68909,53.426030000000004,Train
Aisby,Lincolnshire,-0.49672,52.9372,Train
Aisgernis / Askernish,Western Isles,-7.40527,57.18916,Train
Aish,Devon,-3.6306800000000004,50.41887,Train
Aish,Devon,-3.8428400000000003,50.43084,Train
Aisholt,Somerset,-3.15752,51.11453,Train
Aiskew,North Yorkshire,-1.58761,54.29064,Train
Aislaby,Durham,-1.3768799999999999,54.50495,Train
Aislaby,North Yorkshire,-0.81018,54.26104,Train
Aislaby,North Yorkshire,-0.67774,54.4658,Train
Aisthorpe,Lincolnshire,-0.57702,53.31041999999999,Train
Aith,Orkney,-2.6162799999999997,59.116209999999995,Train
Aith,Shetland,-1.38389,60.284909999999996,Train
Aithnen,Powys,-3.18045,52.79419,Train
Aithsetter,Shetland,-1.21001,60.05666,Train
Akeld,Northumberland,-2.0697200000000002,55.56113000000001,Train
Akeley,Buckinghamshire,-0.9698399999999999,52.03123,Train
Akenham,Suffolk,1.13315,52.094570000000004,Train
Akroydon,West Yorkshire,-1.86569,53.73263000000001,Train
Albany,Tyne and Wear,-1.53236,54.90705,Train
Albany Park,Greater London,0.1026,51.4264,Test
